TABELA,FILIAL,DESC FILIAL,DT EMISSAO,GRUPO DE PRODUTO,COD PRODUTO,DESC PRODUTO,QTDE,VLR UNIT.,R$ TOTAL,NATUREZA,NATUREZA DESCR.,DESC NATUREZA,TES,CFOP,C.C,DESC C.C,CLASSE_VALOR,DESC CLASSE VALOR,DOC,FORNECEDOR,DESC FORNECEDOR
SD3 - BAIXA ALMOXARIFADO,020202,MSE - FILIAL BARRO ALTO,2025-03-18 00:00:00,MATERIAL DE DESGASTE,020400498,"CORREIA TRANSPORTADORA 30""X 2",63,264.16249999999997,16642.2375,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101091,TE-03,TROCAIEKT,"",LUIZ.SANTOS
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-04 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,15892.83,15892.83,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012457,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-04 00:00:00,ACESSORIOS,041300085,BANCO A9589101804,1,15798.92,15798.92,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,213 - USO CONS. C/ ICMS + DIF.AL. - CUSTO,2556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107018,CB-20,000426114,63411623,MARDISA VEICULOS SA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-10-01 00:00:00,PECAS,020610351,FREIO MERCEDES A00043054950080,1,15734.4,15734.4,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS,2101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101005,CB-02,000428736,63411623,MARDISA VEICULOS S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-01 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,15016.07,15016.07,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000012593,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-20 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,15016.07,15016.07,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000012684,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-08-25 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,15016.07,15016.07,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000012718,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-06-03 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,2,7500,15000,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101001,BM-01,000000767,39664496,STECKELBERG METALURGICA LTDA.
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-01-20 00:00:00,SERVICOS PESSOA JURIDICA,120200033,LOCACAO DE MAQUINAS E EQUIPAME,1,15000,15000,2040002,ALUGUEL DE MAQUINAS E EQUIPAME,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101180,PTA-001,000001648,13977167,THIAGO TEIXEIRA VINHAL - SERVICOS
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-20 00:00:00,SERVICOS PESSOA JURIDICA,120200033,LOCACAO DE MAQUINAS E EQUIPAME,1,15000,15000,2040002,ALUGUEL DE MAQUINAS E EQUIPAME,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101180,PTA-001,000001672,13977167,THIAGO TEIXEIRA VINHAL - SERVICOS
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-20 00:00:00,SERVICOS PESSOA JURIDICA,120200033,LOCACAO DE MAQUINAS E EQUIPAME,1,15000,15000,2040002,ALUGUEL DE MAQUINAS E EQUIPAME,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101180,PTA-001,000001700,13977167,THIAGO TEIXEIRA VINHAL - SERVICOS
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-17 00:00:00,SERVICOS PESSOA JURIDICA,120200033,LOCACAO DE MAQUINAS E EQUIPAME,1,15000,15000,2040002,ALUGUEL DE MAQUINAS E EQUIPAME,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101180,PTA-001,000001725,13977167,THIAGO TEIXEIRA VINHAL - SERVICOS
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-11 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14980,14980,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,2933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101188,ORE SORTER 01,000000672,02484859,MINASBELT CORREIAS INDUSTRIAIS LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-02-24 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,14955.03,14955.03,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000011969,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-01-07 00:00:00,PECAS,040201792,ACOPLAMENTO CAT 513-3732,1,14954.34,14954.34,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,212 - USO CONS. C/ ICMS + SEM DIFAL - CUSTOS,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,107044,EH-17,000750003,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-09-01 00:00:00,SERVICOS PESSOA JURIDICA,120200038,SERVICOS DE FABRICACAO E MANUT,3,4964.333333333333,14893,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101188,ORE SORTER 01,000000808,39664496,STECKELBERG METALURGICA LTDA.
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-04-30 00:00:00,SERVICOS TOMADOS PJ,100200090,SERVICO DE RECAPAGEM,4,3720.75,14883,2040014,RECAPAGEM DE PNEUS,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,2933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107045,MN-01,000002439,20502605,RECAPAGEM ALTEROSA LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-10-16 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,14849.32,14849.32,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000012986,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-17 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14690.12,14690.12,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012527,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-08-25 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14640.7,14640.7,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101067,MN-01,000012716,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-24 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,14426.32,14426.32,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000012065,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-09-02 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14248.96,14248.96,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012758,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-05-16 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14180.42,14180.42,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012251,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-05-19 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,14180.42,14180.42,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012258,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-05-07 00:00:00,PECAS,020604074,MOTOR VEDAPRESS N83225597,2,7032.35,14064.7,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101124,BM-03,TROCA0LZW,"",BRAIANN.ARAGAO
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-01-22 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,3,4685.12,14055.36,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107044,EH-17,000001804,41397579,VEDAPRESS SERVICOS HIDRAULICOS LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-10-13 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,13973.88,13973.88,2050007,MANUTENCAO CORRETIVA,2-DESPESA,235 - SERVICOS TOMADOS DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107056,TE-04,000012964,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-10-14 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,13938.72,13938.72,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,000012973,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-10-17 00:00:00,PNEU,020700052,SERVICOS DE RECAPAGEM E REFORM,1,13860,13860,2040010,PNEUS DE MAQUINAS E EQUIPAMENT,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,2933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101078,PC-01,202506163,20502605,RECAPAGEM ALTEROSA LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-05-07 00:00:00,PECAS,020609814,RETENTOR PTTECH PAT2040002003,1,13667.87,13667.87,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101124,BM-03,TROCA0M1F,"",KAIQUE.ALVES
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-04 00:00:00,PECAS,020606513,MOLA DE COMPRESSAO HELICOIDAL,16,852.7125,13643.4,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,003 - INSUMO INTERMEDIARIO - C/ICMS C/IPI,2101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101086,PV-01,000035933,21470224,SIMPLEX EQUIPAMENTOS LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-17 00:00:00,MATERIAL DE DESGASTE,020400497,"CORREIA TRANSPORTADORA 48""",31,439.92,13637.52,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101001,BM-01,TROCA0OWI,"",BRAIANN.ARAGAO
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-11-12 00:00:00,MATERIAL DE DESGASTE,020400196,"CORREIA TRANSPORTADORA 46""",26,518.160576,13472.174976,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101168,BM-04,TROCA0OV8,"",VANESSA.ALVES
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-21 00:00:00,MATERIAL DE DESGASTE,020400065,"CORREIA TRANSPORTADORA 48"" X 3",19,707.2968421052632,13438.64,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101174,PM-02,TROCA0KY9,"",LUIZ.SANTOS
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-26 00:00:00,PECAS,040200769,VALVULA MERCEDES A9304300087,1,13344.375,13344.375,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107002,CB-02,191024TGY,"",KAIQUE.ALVES
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-02-21 00:00:00,PECAS,040200769,VALVULA MERCEDES A9304300087,1,13344.375,13344.375,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107008,CB-08,191024TC8,"",KAIQUE.ALVES
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-08-14 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,13228.01,13228.01,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101136,PC-08 - TGM,000012659,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-07-10 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,13228,13228,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101136,PC-08 - TGM,000012485,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-07-11 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,13228,13228,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101137,PC-09 - TGM,000012496,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-11-12 00:00:00,PECAS,040200769,VALVULA MERCEDES A9304300087,1,13213.2,13213.2,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,241 - USO CONS. S/ ICMS E IPI - CUSTO,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,100106,STP LOG - FILIAL BARRO ALTO 2,000054730,28567438,TECAR DIESEL CAMINHOES E ONIBUS LTDA
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-11-12 00:00:00,PECAS,040200769,VALVULA MERCEDES A9304300087,1,13213.2,13213.2,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,243 - USO CONS. C/ ICMS + DIF.AL. RBC - CUSTO,1556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,104002,MANUTENCAO OFF ROAD BARRO ALTO,100106,STP LOG - FILIAL BARRO ALTO 2,000054740,28567438,TECAR DIESEL CAMINHOES E ONIBUS LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-03-13 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,13179.49,13179.49,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101136,PC-08 - TGM,000012015,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-04-03 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,13179.49,13179.49,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101137,PC-09 - TGM,000012108,34151100,SOTREQ S/A
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-03-19 00:00:00,MATERIAL DE DESGASTE,040800146,DENTE CAT 5976033,4,3254.8325,13019.33,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107043,EH-16,191024THB,"",ALVARO.ISAQUE
SD3 - BAIXA ALMOXARIFADO,100106,STP LOG - FILIAL BARRO ALTO 2,2025-03-14 00:00:00,MATERIAL DE DESGASTE,040800146,DENTE CAT 5976033,4,3254.8325,13019.33,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,"","",104002,MANUTENCAO OFF ROAD BARRO ALTO,107044,EH-17,191024TGE,"",LUIZ.SANTOS
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-04-09 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,1,13000,13000,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101155,TE-06,000027125,13084416,CONEXAO NEGOCIOS - TURBINAS E SISTEMA HIDRAULICO E
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-06-02 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12980.31,12980.31,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107059,TE-08,000012332,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-10-07 00:00:00,PECAS,020610360,CONJUNTO COLMEIA CAT 398-3232,1,12960,12960,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,005 - INSUMO INTERMEDIARIO - C/ICMS S/IPI,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101078,PC-01,000011778,18784762,RADIAL SERVICE LTDA
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-10-17 00:00:00,MAO DE OBRA,020300003,SERVICOS DE MANUTENCAO EM MAQU,1,12936.89,12936.89,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,034 - SERVICOS TOMADOS,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101136,PC-08 - TGM,000012997,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-20 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12894.29,12894.29,2050007,MANUTENCAO CORRETIVA,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107055,TE-03,000012680,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-07-10 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12894.28,12894.28,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107055,TE-03,000012486,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-08-01 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12894.27,12894.27,2050007,MANUTENCAO CORRETIVA,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107056,TE-04,000012590,34151100,SOTREQ S/A
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-22 00:00:00,PECAS,020600263,ROLETE DA ESTEIRA DO BRITADOR,4,3220,12880,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,247 - INSUMO INTERMERDIARIO SIMPLES NAC. S/ICMS S/EST,1101  - COMPRA PARA INDUSTRIALIZACAO OU PRODUÇÃO RURAL,302002,MANUTENCAO,101001,BM-01,000001276,37968189,AMERICA PECAS LTDA
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-06-26 00:00:00,MATERIAL DE DESGASTE,180400330,BORRACHA CHUMBO 1260X300MM,2,6439.025,12878.05,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,017 - USO CONS C/ ICMS RBC,2556  - COMPRA DE MATERIAL PARA USO OU CONSUMO,302002,MANUTENCAO,101188,ORE SORTER 01,000008460,08651835,STEINERT LATINOAMERICANA TECNOLOGIA DE SEPARACAO L
SD1 - ENTRADAS,020102,TGM - FILIAL BARRO ALTO,2025-05-20 00:00:00,SERVICOS PESSOA JURIDICA,120200136,TAXA SERVICO,1,12873.04,12873.04,2040011,MULTAS DE TRANSITO,2-DESPESA,116 - OUTRAS - FINANCEIRO (FORN),2949  - OUTRA ENTRADA DE MERC. OU PREST.SERV. NAO ESPECIFICADO,302002,MANUTENCAO,102045,VL-105,000030538,37599646,KINTO BRASIL SERVICOS DE MOBILIDADE LTDA.
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-09-17 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12859.5,12859.5,2050007,MANUTENCAO CORRETIVA,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107059,TE-08,000012854,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-04-03 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12841.4,12841.4,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107059,TE-08,000012109,34151100,SOTREQ S/A
SD1 - ENTRADAS,100106,STP LOG - FILIAL BARRO ALTO 2,2025-07-14 00:00:00,SERVICOS TOMADOS PJ,100200114,SERVICOS DE MANUTENCAO EM MAQU,1,12841.4,12841.4,2050001,MANUTENCAO DE MAQUINAS E EQUIP,2-DESPESA,236 - SERVICOS TOMADOS CUSTO,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,104002,MANUTENCAO OFF ROAD BARRO ALTO,107059,TE-08,000012506,34151100,SOTREQ S/A
SD1 - ENTRADAS,020202,MSE - FILIAL BARRO ALTO,2025-08-19 00:00:00,MAO DE OBRA,020300001,SERVICOS DE MANUTENCAO EM MAQU,225,57,12825,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,035 - SERVICOS TOMADOS - DESPESA,1933  - Aquisi‡Æo de servi‡o tributado pelo ISSQN,302002,MANUTENCAO,101086,PV-01,000000403,30686684,VULCANIZACAO BARRO ALTO LTDA
SD3 - BAIXA ALMOXARIFADO,020102,TGM - FILIAL BARRO ALTO,2025-02-03 00:00:00,MATERIAL DE DESGASTE,020400196,"CORREIA TRANSPORTADORA 46""",26,491.57846153846157,12781.04,2040005,CONSERVACAO DE MAQUINAS E EQUI,2-DESPESA,"","",302002,MANUTENCAO,101086,PV-01,TROCA0KPS,"",LUIZ.SANTOS
